,A,B,C,D,E,F,G,classLabel
p197,1.8193084739649887,-0.912879565019886,-0.3932765498000653,-1.6059113676853485,-1.1610558520757943,-0.05398713132652691,1.2915843850599609,3
p198,-0.7117210080494637,-0.8608515862745741,0.5573026880226799,-1.0494301921003335,-1.1801425598737807,0.3952912480559178,-1.2182229844505688,7
p199,-1.1471527565629045,1.4582952000047538,-1.2910383413416382,-0.5692683676110539,-0.4295395128947082,1.366964960097231,1.6138061245007007,4
p200,0.1687815655423399,-0.10423658955967456,-0.4812520680596212,1.6073140315835162,-0.27823328074192577,-0.8713340125531711,-1.3312195997104972,2
p201,-0.6311707600858987,-0.6627485866500807,0.617964170652523,-1.0047398818837394,-1.0722752519753531,0.3699670425455162,-1.3304592921418448,7
p202,1.1472532060352678,1.5636088299145392,1.4327397236153132,0.1053356604566817,-0.7624775566057191,-1.5028524088577953,-0.42792751416199615,0
p203,0.9253434090629514,1.3332444614891927,1.6283726049605778,0.14147035948488534,-1.051271318222231,-1.3805259758512511,0.08710315320920843,0
p204,-1.5468102540383697,-0.16620460768041218,-0.4125923757440539,1.0436714772208338,0.8316297271920334,-1.642696502014338,0.3817502084216026,5
p205,-1.21010828513599,1.3501099156344172,-1.3916196338930649,-0.8145508938033417,-0.1908248420926648,1.3744061856301566,1.7327136342785092,4
p206,-0.7098789404854026,-1.2689565861362841,-1.2240055620639283,-0.2432275930906168,0.06772040007302696,-0.7808032443709023,0.3465405104192001,9
p207,1.6022677041247229,-0.7105336707687648,-0.4187419856733252,-1.7424104154923197,-0.9326048772330444,-0.22733228442640546,1.2380912085292157,3
p208,1.8330488633218915,-0.9721212220403186,-0.4352037168523859,-1.6765051075604418,-1.0316684083092933,-0.06527139171102432,1.367487776447486,3
p209,-1.3428471178194237,1.4670407826748608,-1.278356759783507,-0.4552333444760139,-0.3556471112337494,1.2841663509097236,1.5222469994135637,4
p210,0.8703861169338113,-1.1307532394596982,-0.2837360843563082,0.954464625718532,2.187118340151876,0.5464994652892133,-1.3030565418190336,6
p211,-1.2007280983527175,1.4474093443395069,-1.284206977639421,-0.726947709616125,-0.2537284625048269,1.2198576447320897,1.1924295213926297,4
p212,-0.7396885498080235,0.10513412230651632,-0.09259081694186913,0.2748061383451784,0.553429231373739,1.4101542798870257,0.8668495814293262,1
p213,1.434676264979249,-0.9238935726131784,-0.38367865878976704,-1.623595901370126,-0.7008197816578622,-0.12641986672736902,1.4863687722808017,3
p214,-0.5557421546885905,-1.2488630813027508,-1.2553311164451395,-0.17874098761406818,-0.27637251347399205,-0.972710236317992,0.18280813469484744,9
p215,-1.2899587054076749,-0.024980311673804247,-0.614794401372639,1.1285230398632309,0.757966182944407,-1.5801539067609158,0.39911562396532496,5
p216,-1.2422729450444436,1.395945510790068,-1.3081997308516722,-0.6972189402546337,-0.1558443458466019,1.4788924281039864,1.4995042420564324,4
p217,-1.1052203582341855,1.3707949579434169,-1.4538360595656592,-0.6542518730478833,-0.2560338439393935,1.4460619634320782,1.6180440646562302,4
p218,0.03181971759165713,-0.2357305941381221,-0.4766542009537546,1.9269945358266691,-0.5865788713273752,-0.9077305977919696,-1.2429630272875276,2
p219,1.1382040688080326,1.369894183163288,1.6195617157571454,-0.09132483574021323,-1.0210252510899172,-1.3379378643734128,0.12139579898734845,0
p220,-0.6278380892483602,0.05491916831853911,0.17849560867332764,0.12367421202967585,0.2965459814662815,1.1881755652687074,0.6698517591629529,1
p221,-1.2001395242538266,1.2228559771818512,-1.3358571660744027,-0.6730660024378087,-0.3044089353896374,1.205852394230533,1.391005342557325,4
p222,0.7979188512760754,-1.2613536478128695,-0.02274226368051896,1.0926605765561035,2.2370981024701373,0.6655104770622812,-1.3342156467460538,6
p223,1.0946566302849878,-1.2908097085630097,0.12339931493834272,1.21431783295215,2.241254781178124,0.7012240424306598,-1.4833781185101838,6
p224,0.060589281917494235,-0.08379102266179562,-0.6639574607707089,1.6576770791093158,-0.6815736700030604,-0.6844241140286418,-1.3244205893559018,2
p225,-1.1938813835251234,-0.3440076855692145,-0.5766165734556128,1.0219707006036038,0.6385293572505812,-1.3049761492472454,0.24986808681087874,5
p226,-0.4296771563057721,-1.3411080512818054,-1.1123597706838058,-0.3501929741757145,-0.1684305788973486,-0.7443647383763837,0.39514155136565,9
p227,0.5772463895166101,1.2666171545093945,1.7452329940261926,-0.6076097874665769,0.04716560537515881,0.8959435265840233,-0.02831522883041081,8
p228,0.5812894456263532,1.4090047198100777,1.8702802825539264,-0.5619606568183546,0.612080942249599,0.7360894405688143,-0.01582746830394973,8
p229,-0.6811347494663383,-0.7496988227385621,0.6374095133049661,-1.217334634571464,-1.2734651478421697,0.4705275099538525,-1.1656965081957456,7
p230,-0.8797751284564979,0.0657491373753063,0.19744310356373845,0.14057197393279627,0.5350941444271137,1.256822709864576,0.7646646832929909,1
p231,0.7961889841287952,1.2597148486587124,1.8272761805836488,-0.2609423952672099,0.6716852395601981,0.9586088037791474,0.2296052785146493,8
p232,1.8606655888570085,-0.838564128779451,-0.4695923499835946,-1.4078135945226844,-1.132558271185022,-0.3602945961071991,1.3329766410045965,3
p233,0.9497214117097782,-1.2188330478714295,0.05871479311054505,1.177487050106017,2.168618917242057,0.6658204238326532,-1.5546932909856022,6
p234,0.19620826812238604,-0.2236491082961904,-0.6167676029092312,1.5890188702076384,-0.3485831740745959,-0.5545118357107555,-1.3430565645799395,2
p235,0.14750452737018202,0.016953174920624356,-0.5748932075572474,1.5236589734882433,-0.5854138899881247,-0.8696627447002183,-1.3711707263718609,2
p236,-0.5362451622855383,-0.9022922855110296,0.6814875191758557,-1.2362715268299638,-1.4175399554658852,0.46664046371027396,-1.1153529138573546,7
p237,-1.0572660454029923,1.3955314103290055,-1.0892432530691605,-0.5131873149025212,-0.16565134697249628,1.1820859785167912,1.3108953047589995,4
p238,-0.8330896216366629,0.21571152891306594,0.29100947276991385,0.3583375245561473,0.3251795349240462,1.2801194776537008,0.8284246930196777,1
p239,-0.7641291724418922,0.09916030100725697,0.2381660625683593,0.029702160812505075,0.4234199863040712,1.1518918941130576,0.5900753995594507,1
p240,1.0342203217766304,-1.322275189472432,-0.0858213873150438,1.0307005973789392,2.147247987212467,0.4582000779017288,-1.5041444034375178,6
p241,1.1034221332951342,1.3963806541327295,1.5782198401988623,0.2078914438521924,-0.9836894166639758,-1.476737048420946,-0.2471901045407657,0
p242,1.1329726479133075,-1.1855028513730037,0.06157678994850935,0.930953622058285,2.035042976218104,0.7137016623552138,-1.5165353131835468,6
p243,-0.6054988891315013,-1.2637090592604046,-1.4190658192977148,-0.4255584679186423,-0.2207150112910515,-1.0253160680834483,0.1508239366553788,9
p244,0.10374042595177324,-0.09840961419030056,-0.5831342250922041,1.4958744353757023,-0.4208837035441044,-0.6291411881954382,-1.3884755610595692,2
p245,0.1546503570890486,-0.23477230489567955,-0.6895210526167371,1.8669286901248288,-0.6386075759187153,-0.7969242783965503,-1.4575990148401177,2
p246,1.4634013625763458,-1.0053190181520133,-0.1992647195550261,-1.5546510289840392,-0.9609477861782482,0.1184383525808156,1.252721135497282,3
p247,0.9870902258652748,1.3754026501733712,1.5794489149204949,0.2407491565413961,-0.8791388748865446,-1.3893692365813852,-0.283497318897326,0
p248,1.6678775531537142,-0.9469233569260526,-0.4591117056207826,-1.6562491881568435,-0.8187371300041679,0.25395883172148226,1.2334431275892432,3
p249,1.943075643270798,-0.903058943107196,-0.43648761746054987,-1.7243970661005368,-1.0892149001040776,0.08562451885025707,1.2821666452409308,3
p250,-1.1996892410787543,0.036785001494042936,-0.6993491374861592,1.103158529066378,0.927202198624784,-1.0882943573657162,0.3761583566015654,5
p251,-1.1917191915977388,1.4776731018792604,-1.3769237351715138,-0.7832932313645506,-0.5118972305899819,1.1783135046156576,1.5925931315262782,4
p252,-0.4747488648820202,-0.6245015788212174,0.8302480490774529,-1.243198273358208,-1.4014115717825208,0.4127381874453696,-1.3728409233511958,7
p253,-0.7100810282248291,-1.1629337068524537,-1.2791150889023664,-0.20307481873408773,-0.04002108530082272,-0.7006283409527562,-0.003480772861558774,9
p254,-0.5786454289822549,-1.4506332121869745,-1.188301871877472,0.10171631623249544,0.05045472718546501,-1.247266914297937,0.2524820262086744,9
p255,0.7301694497024891,-1.3392663959776778,0.1519298122151983,0.976095533469695,2.45385611264896,0.7760495609689305,-1.4179059519992432,6
p256,-0.6141256278455539,0.2431132957706684,0.15786452325574896,0.14597665268774945,0.44645746829966093,1.378243153901712,0.6952849474218205,1
p257,0.9298383443402288,1.3580084272334907,1.420908985698429,0.06161800969213355,-1.3165531149695224,-1.5151303081405103,-0.30017426791996826,0
p258,0.6503969213289378,1.2525482460918735,1.8920685844816312,-0.4052650764754734,0.5601345962107345,0.8707281867117039,0.05734596836478821,8
p259,0.9135837061599371,-1.1884697480899655,0.3355279021528972,1.0866000240554945,2.2824344998637134,0.6934422457456662,-1.6023228472009596,6
p260,-1.0319438748268546,0.17114097690200958,0.07330005361085637,0.2954496593890301,0.3733449526037358,1.6070474529354235,0.7940350190326744,1
p261,-1.1889862834016105,1.5371655532653772,-1.2545173070860414,-0.2721972880964714,-0.05808545704218581,1.2160622155535317,1.5000552445253723,4
p262,-1.3903078913154123,-0.1809851091957052,-0.6987974674395788,1.1149275515454813,0.6475937897072609,-1.3336081105792192,0.5256833362596014,5
p263,-0.8883973720511779,1.3948548840789845,-1.397042051857361,-0.6681903721744714,-0.454725452306821,1.5731682973694077,1.5148941914316474,4
p264,-1.0023141253364878,0.2654197691849993,0.12742642648637867,0.2871174294080455,0.16576613790765538,1.1356821557594046,0.7568015460021891,1
p265,1.652953750112093,-0.8037796300381713,-0.3469105161762931,-1.8123332825514735,-0.7933312522943748,-0.13169442293918313,1.3719202127712018,3
p266,1.1726136400251923,1.2512574536566554,1.4228442320861725,-0.019744614171468253,-0.9319627645232036,-1.8293053758136428,-0.19651695223533766,0
p267,0.04342958451123219,-0.18127503769885173,-0.4351403383353033,1.694894740218419,-0.5385467301326189,-0.7815818255918247,-1.4788243425969727,2
p268,-1.1695551032270592,0.0012513296163517052,-0.5449662683666069,1.2963462934289922,0.8087738909773113,-1.3226094557579573,0.305852107895644,5
p269,0.2576432567754889,-0.13858960353458732,-0.7243962222004002,1.7296329595298532,-0.3893065846482858,-0.9097208246552752,-1.3344811691284235,2
p270,1.5099088546039836,-0.6484254474620212,-0.3492022306876204,-1.6280160440771516,-0.8501352373369947,0.17021928290859994,1.2688505293617618,3
p271,1.2224086744652949,1.3404946733129806,1.5048520496563442,0.0276300944201672,-1.0370092161864946,-1.1766352676738498,-0.2004522000064972,0
p272,-0.9389753641544509,0.14950848311223947,0.01947308580305284,0.423027526753467,0.5522301799078331,1.3615866052284327,0.90443014016399,1
p273,1.6150113970276292,-0.9953337861937176,-0.237681747695152,-1.462152133042964,-0.7944301950545752,-0.2274682948902466,1.269179383971433,3
p274,0.7972394194487922,-1.2084004867092009,0.04847912596669627,1.0988181704159294,2.466718943662546,0.7386838989873512,-1.5181356824807648,6
p275,-1.3356070732073877,0.14923910811861646,-0.6320743770039271,1.0090600046246323,0.743565940697878,-1.3795546068826388,0.5083194644688362,5
p276,-1.1037549611264323,-0.02452104782464277,-0.2492905856086121,1.198611233548498,0.6466440374299985,-1.3097918874033188,0.19786541473811872,5
p277,-0.661332490384571,0.2316431509601709,0.025108079349420425,0.3783625208782635,0.4553736197608855,1.6400204380085224,0.7853322748516185,1
p278,0.30765258184621835,-0.06870272729500305,-0.5097638255932045,1.7141670764656052,-0.2378911517256619,-0.9589962726518844,-1.410198247236882,2
p279,-0.22581978185237234,-0.06562459724828207,-0.5806003113807051,1.7145590880751895,-0.5968585077747924,-0.6175116136811648,-1.2400337204945946,2
p280,-1.0765894373150324,0.34224635430117234,0.16613982542944286,0.2504806112643852,0.2809315335957323,1.3093194733846998,0.7561063459802656,1
p281,-0.5677235469884965,0.2965833538579244,0.2636840199651227,0.36271444857310203,0.4858964949377669,1.3069482690935288,0.8291649333579829,1
p282,1.0320535932177222,1.5220440557474029,1.535982331343529,0.0004201795840129166,-0.7867919681374087,-1.4661018256233551,-0.2655090516440309,0
p283,0.6771687031984305,1.392026303247033,1.8290404278596184,-0.5579903089035356,0.5981171739057625,0.8631706800501627,0.1970842512699404,8
p284,-1.2502345044157404,1.4899864449945277,-1.3707196624114957,-0.3515855210975502,-0.1967535390788913,1.3069054950720709,1.4169481260812369,4
p285,0.1389026086292567,0.171873974841196,-0.5166298097084826,1.9423820839622468,-0.8082625882937404,-0.905544097869448,-1.283367198194876,2
p286,1.1206856892149684,-1.1979527678913915,0.07356281194915537,0.8068416576964258,2.112586016948922,0.7816549222803392,-1.2613943042045836,6
p287,0.9248352670247408,1.4149097956381638,1.6895686743117797,0.051385020850151834,-1.007705330636734,-1.350846942547263,-0.22122768865740824,0
p288,-0.564120559144126,-1.325607279345224,-1.2073363181914665,-0.40792769412105256,-0.14063995176072988,-0.9562554572995988,0.26891977379625165,9
p289,-0.6048445117853976,-1.1142782376524778,-1.2010393172390648,-0.38676645103974094,-0.1084347196664037,-1.1108577158107693,0.21481588972022836,9
p290,-0.5360916509657452,-1.2127707645591348,-1.1645933538257809,-0.491365334643488,0.1043480298919924,-1.138043927355595,0.09920167407566267,9
p291,0.10659196003372183,0.025388439534056013,-0.5663342701690828,1.5766434447493238,-0.4486019844128533,-0.8702062772207353,-1.265548675126695,2
p292,0.12511550775045438,0.03272938115239955,-0.5484277236141889,1.6875419848455018,-0.7718666668032911,-0.6681968810325041,-1.1538888225424468,2
p293,0.5373791197495158,1.2938499326129784,1.8594312354504563,-0.4914907240213421,0.6991834969389477,1.0344906592722996,-0.0045216715587859686,8
p294,0.4725282251976248,1.3915422026292683,1.8319549481286663,-0.6910011812247943,0.6970261717016981,0.9995925239467232,0.1086476991329154,8
p295,-0.9268319414163848,1.2994877094409223,-1.2459625363410034,-0.5412219337027812,-0.3194108387890199,1.2689558869973645,1.3684117634489146,4
p296,1.2182960501698288,1.4498542452322078,1.5640625394713437,-0.04193090545537912,-0.868066427558682,-1.3928002081844522,-0.2390724728392509,0
p297,-1.3137453822013885,0.07634958641665801,-0.7526153415834774,0.985683236323894,0.8480782552822504,-1.5407705497482689,0.3515879813103923,5
p298,0.3194305131033751,1.1875171579650785,1.8847588499197123,-0.4420351306520808,0.5717799130255465,0.8028262888094777,0.2364381133963468,8
p299,1.1735678436788963,1.38845025671248,1.667414824829169,-0.09795475078256817,-1.0896772800166437,-1.5708235859337525,-0.17245820965156314,0
p300,-1.2961047456772556,1.3571002047841798,-1.313251447783019,-0.6202431136076209,-0.2409268754178906,1.1658893170923517,1.412414127338281,4
p301,-1.2719275775265395,1.31730891005634,-1.473948386422218,-0.7023205160986544,-0.2689891111603749,1.0629592409946782,1.4319028185134208,4
p302,0.8211866908700164,-1.1593402066878316,-0.02911186321566392,1.0196620575108055,2.2627148799625294,0.7239369887788181,-1.3776456680160591,6
p303,-0.5571081583774042,-0.6533744493647313,0.6420533935096882,-1.1380341440771735,-1.4063073638759678,0.6012867569973898,-1.1316048615311098,7
p304,0.5548349881388771,1.2842259840164263,1.6298687137236507,-0.4665726527097727,0.7286335213774119,0.6789032948591319,0.12742058900554998,8
p305,0.2067815441920617,-0.10052312606977012,-0.5182524412182673,1.8147424816359636,-0.2084452259276132,-0.8983045472895725,-1.1314609312770807,2
p306,-1.1028800621280102,1.6696772502034336,-1.3177894344961567,-0.5297266301192743,-0.2943623126846271,1.1198112832240847,1.4159111588786084,4
p307,0.5790335857877739,1.316826790623029,1.3934112439738318,-0.3823966167473761,0.4630481550696442,0.7194180149253109,0.08723415208950601,8
p308,1.0612763697080083,1.3426408539972,1.4683949330338046,0.2923386553757012,-1.1234433732089462,-1.5230028407340288,-0.14382352202557805,0
p309,-0.9364024267313146,-0.2094665899071264,-0.6022029740869459,0.9092632765383034,0.8895797485697284,-1.3248081010037511,0.34839816270945223,5
p310,1.0981766861756943,1.3274378443386459,1.3985080892097272,0.27422516619158577,-1.0642207169721745,-1.5311633948638537,-0.10926369409168242,0
p311,-1.0708282668691114,0.16930222897043504,0.3070197844202441,0.05270344696062257,0.4048448224773206,1.4268742038038766,0.7728887291059058,1
p312,-1.1315294167389536,0.043073312190199296,0.30846703732049585,0.09177172122434736,0.5740849878801876,1.2921522593167585,0.5372869315896898,1
p313,1.3860756536461645,-1.0590681908938704,-0.3022317616509204,-1.6524368038934127,-0.9797581559212688,-0.14746483018446485,1.4064123731348732,3
p314,-1.2270035658867673,1.5338596121983088,-1.3324666003790715,-0.42554823447214857,-0.13449277537212204,1.2736867860173413,1.6132310789703832,4
p315,-1.1468938380461446,1.2913286642596906,-1.3796477752720624,-0.7824401204760709,-0.3889591855106119,1.2228434321153798,1.4592436145892798,4
p316,1.0156646517532841,1.3489570830582138,1.4862110055741469,0.17796449335627126,-0.7685928105555851,-1.438864249282654,-0.2697695580256061,0
p317,-0.34431247782082297,-1.345084835148321,-1.3733730786958964,-0.3776995505318448,-0.14067197272983206,-0.9539312144663236,0.05655160376469929,9
p318,0.5474773573790453,1.2338692591973723,1.88806425630378,-0.35039691599150685,0.4674091161452633,0.9259749702613538,0.05443387828659462,8
p319,-0.8011808297561167,-0.7392090763927485,0.8224370240315269,-1.0935647709226148,-1.3254552637646235,0.4829922148901256,-1.0663576587108892,7
p320,0.6680876956574983,1.1125357535103435,1.7591231886436491,-0.7150754545158696,0.6711922100314818,0.8114388730453159,0.17596257314422986,8
p321,-0.5647446384291438,-1.3208490438006015,-1.3786029093534171,-0.350680167597307,0.21144214282932608,-0.9734564725958712,0.2380925358672541,9
p322,1.679689659933174,-0.9376869195699332,-0.5420615351670719,-1.4223075346204408,-1.0767986548596309,0.037731792180725685,1.2790723278987128,3
p323,0.8642095338229304,-1.2367040108446037,-0.022964839984967275,1.1360191489693132,2.2908837004309333,0.7874806148484098,-1.572686515579533,6
p324,-0.6980745515547013,-0.6807555494716263,0.6825563892447604,-1.0597992219815529,-1.2755720679478235,0.3524636887086485,-1.446939078736504,7
p325,-1.1017524523213875,-1.3217860076394512,-1.1569676337000885,-0.2043699594336983,0.1130527625587756,-0.6106602203099332,0.12037541314536405,9
p326,-1.0608211318363807,1.6846707898660986,-1.3873267946305243,-0.4622907202055826,-0.39556203692520336,1.2999613684420779,1.365316244684332,4
p327,-1.2869867376887354,-0.06082427544970132,-0.7541181043272821,1.2893178703534074,0.8495666414477128,-1.1952112658502354,0.4910055182779008,5
p328,0.5897009702155378,1.4728723314315622,1.7552445971520594,-0.6334881189983248,0.4241933469934874,1.0009708379119129,0.07385146482555532,8
p329,-0.5905181835327454,-1.137949063437728,-1.437867868336708,-0.2840029030620692,-0.10581088736235383,-0.9329318553481978,0.1021484007596162,9
p330,-0.9816794676748578,1.5012203767089138,-1.1051034326964733,-0.5540592850559972,-0.4013381347510556,1.0326225434541256,1.4217097627091322,4
p331,-0.9336192676443849,0.22975262999268414,0.1765313585789467,0.1843498438053557,0.43244889413760695,1.33637767119632,0.5852131133979983,1
p332,0.8592561155750021,-1.0562918713560994,0.058482855844088334,1.1655255056154907,2.316887057252364,0.5645871843099374,-1.3211043859623983,6
p333,1.7819906446929046,-0.9486332040344558,-0.21185617676843274,-1.6073024215320375,-1.114990834752964,-0.25101244462555683,1.3321215987013555,3
p334,2.018030938975506,-0.8358671651280196,-0.5522135239527647,-1.4244899448657558,-0.9248228102490412,-0.13710774629151515,1.4058022693123533,3
p335,-0.5205414402485178,-0.9803832677640292,-1.3196075113014498,-0.13782187572020213,-0.17954837635005386,-0.9372210211969316,0.06198373055739451,9
p336,-1.3211919823687004,-0.0957088637142458,-0.3044183842073957,1.0794258146620397,0.6214707463965476,-1.4396185548993343,0.2674938014496067,5
p337,-1.0180829021071085,0.028043633154785287,0.3765023610995809,0.4149702153886476,0.43914843859376224,1.2727506081865654,0.8334920383392592,1
p338,0.6226321132991088,1.1743655158843294,1.6553886510737743,-0.5641190806567793,0.4453792164767497,0.6969300555450626,0.08351546321861003,8
p339,0.9872587893664448,-1.175235808117408,0.14870583237086804,1.0843782937449564,2.4766827168185968,0.6764082166437312,-1.3777546707283757,6
p340,-1.4353162369614765,-0.08831526673724333,-0.6441243771719329,1.0249075040108169,0.9092863989408094,-1.1086887285050595,0.4572874872190303,5
p341,1.6800484379523564,-0.8961705319626825,-0.39980829882035707,-1.693903606296319,-0.9173753801936734,-0.12237261576732872,1.1539539988567906,3
p342,1.8773779398185717,-1.068740897315794,-0.4046130100921186,-1.551522649477875,-1.1880908960728966,0.05451650855265987,1.319512911484427,3
p343,0.3870676455069906,-0.1259335851379999,-0.6405935773691186,1.719481968897374,-0.4032137446695431,-0.6731564708741666,-1.3570077564429488,2
p344,-0.6953314583052425,-0.7878997684965675,0.7514445960630293,-1.2337427960986591,-1.2914402661395004,0.5730613486723497,-1.3350975805111622,7
p345,1.6868043691094161,-0.8437163586001944,-0.2732677178593806,-1.6313718589222193,-0.8672009547861018,0.14308187194170952,1.1609792582148444,3
p346,-1.3472856883490436,-0.1874449291044999,-0.5533637457672732,1.0669672481217696,0.6252390746753396,-1.2817064433953225,0.4356201454737452,5
p347,0.09987895342713468,-0.06636491555057739,-0.25641397265548904,1.6361907044972703,-0.5744727767608072,-1.022645584718838,-1.3943010339902724,2
p348,-1.0045699390019205,-0.8352575189827834,0.7116825735668767,-0.9135418110459218,-1.2637922006224451,0.5294421970240824,-1.2334404410863806,7
p349,-0.01920696903296228,-0.06438196898654516,-0.5452304369324684,1.575614076379826,-0.3200635652379342,-0.7545929901374553,-1.3085785818287654,2
p350,-1.191807828019835,-0.2737744186376512,-0.6557758647224724,0.8517872143062546,1.1011578895841752,-1.3350790428017107,0.28914641229403165,5
p351,0.752165761931998,-1.2831137684615963,0.18904411528003906,1.2410880003503746,2.288875959631304,0.492469718036765,-1.480793131092665,6
p352,1.7628064457354249,-0.7532445681369888,-0.3924061143722173,-1.5456061121274265,-0.8565897574709354,-0.023424443845412733,1.273542322896997,3
p353,1.6421397341394028,-0.9556376873338356,-0.3387987841903115,-1.810784116563742,-0.8689161802446328,-0.2793849066382135,1.326438662328984,3
p354,-0.6711197754150834,-1.2766338001534843,-1.2425195612209357,-0.20327917199509532,-0.14799387308856846,-0.7493086156552027,0.07025198482603054,9
p355,-0.5476803070397411,-1.2534023805962364,-1.3797967970557956,-0.1953191288531321,-0.1788321945304647,-0.9779822839817418,0.06867659617402916,9
p356,1.1996161353987478,1.4280935628394091,1.4720463256835752,0.03858060284020134,-1.0980534889608569,-1.4784717436070924,-0.438330967436674,0
p357,-1.1259952205864423,1.5040653752940156,-1.3820682189635098,-0.6171396585589926,-0.12276735320711102,1.6632172647064831,1.361607448689061,4
p358,-1.0533524576601554,1.2788752835567945,-1.377572241744377,-0.5428069003992874,-0.543351090637507,1.335467200976397,1.6070268566361896,4
p359,0.2087766853387104,-0.028184724254455142,-0.5298382787212681,1.8598278546024192,-0.813747235279906,-0.8965757405939903,-1.2367943813288818,2
p360,-0.887006949310154,0.10669817065091633,0.09349310201658226,0.0895622824388423,0.34487460798458336,1.0978299797818962,0.715801292863553,1
p361,0.6644610041802461,1.4379869856580365,1.5538786710470285,-0.2483907886695014,0.469821844006991,1.0057321364698495,0.1205621529277494,8
p362,-0.7855855012304526,0.1781612587517487,0.009165744501202323,0.3118974308687774,0.6183766704180279,1.0590086179341556,0.8694118520669303,1
p363,-0.7240720264215597,-0.7798091168167779,0.589000042973827,-0.9974751421640627,-1.0584566674403213,0.3671546159478965,-1.271547641215056,7
p364,1.4528539993507283,1.4428411880228562,1.3944445640252072,-0.1351290440438081,-0.8746254210419417,-1.3530877849383207,-0.14907363645568875,0
p365,-0.8281777126748638,-0.7410393542870141,0.6576550880319523,-1.0779739458937196,-1.5334448540851526,0.5537565123301279,-1.1705962242676553,7
p366,-0.6574729895648624,0.253704931862996,0.2998577317921477,0.1465427086724109,0.26910399665849394,1.0515867039903437,0.7566480155743419,1
p367,-0.6071154895764216,-1.1989313005846356,-1.265603016239706,-0.2152339894957621,-0.03719485976526685,-0.9536730337031918,0.2748034520843464,9
p368,0.8645937394130202,1.276628714239035,1.8122430091785449,-0.6392915765131546,0.5459381424453352,0.7651830812703659,0.1544370479411354,8
p369,-0.5803929601636624,-0.785129935240604,0.6582221168223287,-1.028698327269364,-1.1325050004812145,0.522087968407414,-1.3306178860375268,7
p370,0.5617934647241947,-1.1846202821597251,0.13032135392170593,0.9361033555793191,2.205899551004995,0.5900863471140271,-1.258725212077035,6
p371,0.6662822298536129,1.275825991062155,1.7599907225859204,-0.6179666228840193,0.7515022418491467,0.8623805454301596,0.06864096356770892,8
p372,0.7660101292530621,-1.12896460317927,0.1467101980981946,1.1695816738087077,2.2614734057256642,0.5235332218293388,-1.6886356145976549,6
p373,0.06432034260830985,-0.2668622700932791,-0.3967863412580685,1.7275530246519022,-0.5654342952575349,-0.8919298536406856,-1.285244521667931,2
p374,-0.5360361892964418,-0.6100999252572887,0.8727246502970961,-1.4067848924666408,-1.2941466459778157,0.3203099499304704,-1.3484886493209678,7
p375,-1.1921328874876107,1.2956170183603948,-1.3489072822121488,-0.8311758110454699,-0.4345707247434764,1.5048739648124856,1.5661421166962508,4
p376,1.7764717857244965,-0.8660437020895215,-0.6597781494732412,-1.5394766355668337,-0.8438461238728304,-0.17635276680133674,1.2555193443113315,3
p377,-1.3872180731972876,-0.08448890220979875,-0.5805911119499445,1.1490905588474651,0.7255967014760647,-1.2757773544297364,0.17255157939843804,5
p378,-0.1049799271075598,-0.2472828062781641,-0.6906431404733275,1.683341463730877,-0.604109420817962,-0.9217137695126972,-1.2464978307561552,2
p379,-0.8036631680837261,0.13029765757826722,0.2952510637661184,-0.03614905819576236,0.43178733889038334,1.428295210445781,0.761143143883425,1
p380,-0.6534068432924244,-0.8310644262589933,0.7022247909765661,-1.0835110779776962,-1.149379892313548,0.4419573156625294,-1.2730295544300148,7
p381,-0.6203371280851061,-1.3453126119363386,-1.1976783883534023,-0.1817598060642295,-0.07246482519778302,-0.8600037781546916,0.03824298630703274,9
p382,-0.41297637097948,-1.271210268258273,-1.4012071672412871,-0.2675508409904126,-0.05080935094454,-0.9910626950989212,0.10385520537645586,9
p383,-1.2487649750533618,1.33204360507824,-1.4933928076836125,-0.4449693930304415,-0.4114621730575859,1.4104607768480222,1.5133981237181668,4
p384,-0.013459191782705457,-0.02375819715134321,-0.6476913207608038,1.7570558500008668,-0.5885630199344349,-0.6279821956675914,-1.3705589218395946,2
p385,-0.48745279812009795,-1.245209824361572,-1.1961629382629588,-0.5244109295895336,-0.1299549882274183,-0.8298995425018466,0.14529962913947514,9
p386,1.1884128046891866,1.4800453834133358,1.336047616231686,-0.0025149174755530954,-0.8495400413895521,-1.4903323697001205,0.06754731417377907,0
p387,-1.12540589066948,1.4234673842024572,-1.4754505986325153,-0.6603263967076983,-0.20209928540628186,1.266853051876941,1.3966220470990136,4
p388,-1.3561001299843989,0.04028562760649932,-0.7116714742065932,1.229641837363108,0.985564858355254,-1.496843069800751,0.3655146534883076,5
p389,-0.9042971015921024,-0.8636528923245821,0.5951059945749967,-0.9196539041542016,-1.246590944296286,0.2641474557985927,-1.1548172055403942,7
p390,-1.0949640418073456,1.335192283479372,-1.4897494932059732,-0.6965929226026268,-0.29106123709391457,1.2696109699284799,1.586736938239036,4
p391,1.6352823890373451,-0.9168704882907244,-0.5212806463991558,-1.6332613078110891,-0.9579263792718534,-0.20217756284654426,1.438789026794701,3
p392,-0.9291985074597168,-0.15654436699483812,-0.4122163961099521,0.9769491625438468,0.5746881587263414,-1.3868386948509537,0.3020468376487006,5
p393,0.08695304644480725,-0.21411895191806196,-0.5404579879978909,1.783789609768179,-0.4734137119828991,-0.6267805220805567,-1.1511867900189745,2
