occupation,monthly_income,loan_amount,credit_score,years_at_job,classLabel,id
4,5102.762893842225,9188.836346365284,780.425345393213,28,1,p18
3,4863.939627987147,15620.82237387752,939.6303853611151,23,1,p994
3,4962.260220820995,15495.568171829733,443.64795144928127,5,0,p108
0,4329.567253463279,18488.909708800416,731.2214231063094,17,1,p706
2,7348.797973485999,10039.081730662769,738.7768907057487,7,1,p573
2,2876.8008478472275,15310.06399100844,740.9808312407844,13,0,p507
2,5192.817976850303,11878.48016555783,577.9634347747336,9,0,p456
1,6397.062665416769,12813.195791865415,606.9489020581047,12,0,p533
4,3799.705111940908,13281.333181589582,686.959483373758,26,1,p941
3,7060.367236621863,13217.274947644866,844.0625081298456,27,1,p626
0,6490.971452097871,6376.46465430025,515.4568717204589,20,0,p400
3,4404.722981549055,13131.833456769076,594.3939829617889,7,0,p381
1,4485.56476703579,11812.440258316828,831.4748529193367,23,1,p622
2,3369.450195222747,13429.52263086961,716.3430811699213,9,1,p848
0,4047.305666488551,5116.654693159039,647.0622422591646,14,0,p598
3,5118.267892064152,14804.291323853922,717.4202968696006,13,1,p138
3,5569.586495190401,14873.060953091366,913.30632890204,17,1,p472
4,6208.613105761419,22.97371918064528,539.7122926374011,20,0,p688
4,3078.5430193347397,9486.76056170456,679.0898919873853,18,1,p738
2,2242.800742607448,-432.42569835506765,653.4306604137716,5,0,p648
3,7633.673904005273,6650.56372348355,563.5287175163662,25,0,p251
2,5930.261387373895,5224.452534540355,722.6748023585498,4,1,p669
3,4959.855981594787,12187.699517896646,773.3764026887686,20,1,p692
2,5120.517874987178,7495.749578587188,513.6239237667792,4,0,p93
3,294.14788959313046,14419.341010377657,626.1462441100216,3,0,p789
1,6326.809542002043,9298.387478360652,623.155705452748,7,0,p643
2,6056.641008225405,10292.04232463384,359.078341007779,4,0,p509
2,5242.150414629026,10367.572863271287,627.8008840200124,4,0,p970
2,5805.234951447414,10948.16210856873,762.4045544425182,2,0,p674
4,7557.542621841465,14073.295171034815,685.74544223347,27,1,p638
3,5989.171127807798,7584.93780547607,651.8898226186548,24,1,p576
3,7782.60360196091,19914.943818868054,640.521310512252,6,0,p887
3,4632.516145356428,13275.665765943317,659.6965438906142,9,1,p249
1,4315.265120980012,5050.435121339579,827.4138909621603,8,1,p528
2,2996.564418919553,6161.366904712956,901.2847082080622,25,0,p53
1,6050.6409451550935,12134.291415105994,660.0037886154136,4,1,p733
1,4563.75639420651,8221.877660507133,802.9126651558764,5,1,p443
4,3535.4834707116424,13172.161348963193,611.4714253120299,20,0,p62
4,6928.027768159383,14373.058119125142,814.3422246979078,26,1,p712
4,4430.138479080274,-985.627126931846,772.274254055319,27,1,p67
1,4436.407915923162,13356.792347319652,586.4566360421553,29,0,p601
2,4437.107493334392,13956.447042489812,648.387440514688,12,0,p365
1,6721.145175260421,14338.967233375206,863.2375118250764,25,1,p736
3,5388.488119558057,16857.54147873376,786.5708488577162,15,1,p31
0,5209.200067251258,17198.606117705607,801.6451952156875,14,1,p309
0,5587.184807241334,11706.562588945168,691.8311450411974,23,1,p359
3,2290.295020308257,13031.000440743534,791.4552405281398,24,0,p888
0,4827.572669671836,18521.68552399988,658.5800509531318,8,1,p532
2,4722.50302623077,-2702.482176425874,567.7014467699121,7,0,p476
0,4344.2540635017685,9594.301053568515,692.5899845547285,7,1,p117
2,6186.658809156886,10129.562673855804,803.1195814606601,28,1,p867
2,4747.745058974228,11451.257248946407,606.6303017581297,6,0,p252
2,1610.2184534095372,8009.591050107933,774.2626304357184,12,0,p116
4,5628.319679401732,2739.0804325829918,783.4239029598085,9,1,p429
3,4516.07971080368,9647.00426045802,672.1773695166064,25,1,p230
0,4033.019130903026,10888.272103621184,792.3163998927373,8,1,p376
1,2499.839633343399,6943.45474587108,615.2551828351205,14,0,p287
4,5574.717380094839,18246.595302311,794.3509165515201,7,1,p328
1,3374.43814121834,10196.382544371052,732.7423435600919,5,1,p640
0,2971.9099762908927,18221.950111924023,821.5634675048148,1,0,p748
4,5749.394127202867,16540.73682862692,572.3999961255045,1,0,p740
1,3423.139077563197,8339.578923304663,844.6398728045688,1,0,p737
2,3277.556559896542,8743.472826973539,652.1017578103415,13,1,p579
2,4524.216884121823,6546.854786963486,577.241283553869,1,0,p217
4,3448.903496065942,15382.434721989994,662.8068677396145,5,1,p698
1,5513.645627893791,1211.4888893255866,768.3326837734304,28,1,p300
3,5508.30907802613,15261.978521573315,782.8231006975361,5,1,p199
1,5305.730367009986,9643.373978186726,704.7749363385717,13,1,p965
1,2645.402034806833,11006.451312053012,601.5565710032529,15,0,p992
2,4348.234832476776,10683.615087887812,737.4976779819788,29,1,p544
4,6182.679959493338,2433.464298312332,767.5854328556427,9,1,p666
3,1984.453618509504,13095.499111726476,680.8686066416,20,0,p824
3,5401.89218361336,4752.610625153327,691.2323074640813,22,1,p420
0,3445.3803386676277,17308.60819050436,655.1821621536242,17,1,p981
0,2967.165057879495,17217.02256584973,729.1073530356226,10,0,p326
3,4522.883996565503,17462.459185103697,831.315368534154,15,1,p298
1,6816.228409520109,6817.957731648825,667.2882055815724,15,1,p516
0,6090.556199213408,8800.495961277697,729.5249764075786,12,1,p337
3,6079.925644749308,8183.883871464221,539.1967730601508,21,0,p865
3,4091.086535280359,-299.33209474193245,878.9196235922042,27,1,p33
3,7247.524675804587,11035.829706790082,772.0606821294326,16,1,p427
2,6308.719251451453,9348.902879161164,579.1236839895759,22,0,p611
3,3885.3542428240216,6105.654554868336,672.1167963275939,7,1,p583
4,3815.994934857864,13021.733757498483,698.1737194573506,17,1,p174
4,5767.102931710362,3583.097421475606,567.3336438006645,21,0,p371
3,1001.7118090530804,5597.068009166622,645.1520418147065,1,0,p39
4,2544.925419152816,16823.8860765051,613.4230769613979,24,0,p794
1,3897.4659178174106,15444.249196956758,522.8992170960012,24,0,p437
2,4254.24306758986,11356.042097096084,875.5868835804479,22,1,p266
3,3381.9666418394327,7576.938640400902,695.5559755236649,13,1,p950
1,8692.796675095142,7476.865762457561,629.1704985501658,7,0,p171
0,4962.228072140171,10976.197127051297,642.1680899282161,25,0,p80
3,4201.99684700046,11832.43478877696,472.0331263640878,8,0,p434
3,5412.5729214823605,20116.898269246634,834.8015584693927,12,0,p324
4,6216.363692026764,15435.9081865038,840.7777160745622,19,1,p578
4,6319.141572624579,2897.8177318917437,810.0828112573146,5,1,p745
4,6820.481609680264,21510.694987505354,835.764242644972,11,0,p229
2,5679.522879493455,10835.173960571448,836.6747538183265,29,1,p750
1,4449.478991362835,6035.911725496088,845.2418457894279,11,1,p977
1,7096.267350506194,-5239.240692438709,704.4796229413738,5,1,p919
2,5009.364987950685,11631.49466722612,652.9482206760119,21,1,p115
4,4965.526911937745,7404.3072353852,699.1685913808149,4,1,p347
4,2582.3097840906435,3457.508018551662,849.6454364690082,22,0,p399
1,5686.16787018347,10832.76796022812,586.9216471202811,26,0,p368
0,3333.864313561419,8276.972832199623,610.1347670543188,13,0,p597
2,6084.178725470285,8805.485869239332,722.8031697699461,14,1,p144
4,5948.5006708202345,19061.587559756343,713.3622319234506,1,0,p727
2,3656.7932748751055,-65.3475175283238,554.0285286700764,10,0,p259
1,4937.781151005432,15401.43201600228,547.1791662810757,26,0,p559
0,5409.178077915259,11266.995683079223,829.9049114787927,17,1,p205
2,4429.557498729044,17621.470215045898,718.7354284417438,13,1,p486
0,5180.091860063652,2661.444905192755,618.1137976678442,4,0,p377
0,2787.6234047152006,21512.3539495273,718.2161275580343,4,0,p856
4,5993.424152944294,10101.830332722562,598.8386153925369,2,0,p677
1,6303.169757863323,13553.015929610405,734.230865262215,16,1,p906
2,3244.5058179871985,12392.165274070743,626.4225364507655,4,0,p754
3,4683.159710626162,6674.107846864998,554.0031467901002,28,0,p248
3,4917.133643539495,7777.311618099637,624.5038606160248,26,0,p718
1,4692.334732901453,22388.2450698793,585.6316662025891,23,0,p784
4,4577.155051037288,9928.66915512484,773.8821513404351,19,1,p694
1,4106.785266984809,13051.288391856577,787.2328376754733,5,1,p416
3,5116.7690621915945,11142.413972305312,697.7385522128861,20,1,p455
4,4614.659222573934,9605.83180977447,687.026766558095,29,1,p278
3,4267.169798896935,5263.18710470769,708.9259320729388,27,1,p925
4,5108.87563570404,9207.598636079838,740.377878484355,5,1,p40
4,7002.0710065131125,11948.971367855302,697.0432202811542,14,1,p641
2,6417.762965315044,2775.829721143581,776.4885508185291,22,1,p505
0,5913.169384463739,13343.498034494354,735.8509157034239,24,1,p482
4,4310.814637135296,14369.255943495877,792.783580746647,12,1,p71
4,5420.393921695793,18151.048019139627,923.9497762893816,28,1,p206
2,4281.173509134245,-2035.3119616543356,690.5299375825542,4,1,p921
0,5624.870468863933,14060.809897468607,693.9982545454296,5,1,p463
0,3439.7868403195043,17868.663372682255,753.0613059621087,8,1,p841
3,4795.290203076704,6603.032928236735,759.5850851664285,12,1,p593
2,6385.894054003493,3871.15663366972,622.7283959550282,4,0,p901
0,6731.708543833222,10177.302375766372,465.6273527627489,16,0,p209
0,3889.109875384957,16496.91648371665,755.9343099007045,17,1,p614
2,6790.395158968465,14165.476925317033,811.8674764380598,16,1,p238
2,4320.489641833499,7234.901986010136,683.3239051512986,23,1,p975
2,6222.089780451601,4700.769932483216,688.9294098055681,20,1,p467
1,3891.448068958351,10023.885235368522,586.8035877825226,4,0,p699
0,7265.892092828737,601.2371442291642,711.2358729369046,20,1,p301
2,2325.5000843696284,16956.91737589487,627.824561042709,3,0,p661
1,5294.805322724645,6198.107144622674,858.5649766899628,26,1,p664
3,7642.255853989099,14942.456902705697,726.5694387079478,26,1,p830
1,3849.966412101343,-567.6080049338034,821.2064660722151,12,1,p395
3,-207.07762241192177,8009.393741920204,660.2699591573848,26,0,p321
4,2688.659523650772,10611.92704571745,679.1956719587802,17,0,p935
4,6648.61570331904,14371.924899421076,716.0885077159119,9,1,p181
1,6096.33927018899,6895.115155778593,505.0078861002172,29,0,p484
3,2835.336636791438,2936.916752614162,767.2110555092976,26,0,p720
2,3926.099173064184,8125.008157631917,574.8291116063987,15,0,p461
4,2212.679701280111,11146.088477271443,719.8874148653821,9,0,p273
4,6767.852402758242,8976.1573268257,626.057920154806,16,0,p998
1,6452.441461956852,12969.65852329801,658.0412206971912,15,1,p340
4,5270.583647815905,4543.428964679216,548.8467553780972,5,0,p880
2,4677.576954674981,4589.562486314068,753.341540219862,23,1,p195
1,4607.979713226702,13403.421668604647,829.1924506353712,25,1,p231
3,4396.364134986214,2850.34296241858,642.1253608054805,24,0,p803
1,5845.235959476296,6917.028956609084,557.9525837091597,4,0,p705
3,3229.140550629753,11174.63281295296,756.0078656032986,4,1,p907
0,3436.3097587903385,13686.924802809048,676.0388717678491,29,1,p404
2,4783.94147959378,11010.52985530093,603.093976225091,2,0,p575
1,8133.889366524518,6761.114729003008,666.4481726126232,28,1,p102
0,6515.733710335772,18346.374765932647,675.4604358058126,11,1,p551
3,5427.816900428521,6478.616695016552,558.4547035071132,5,0,p610
3,8746.642223860696,12493.723519499585,666.3176537587862,1,0,p412
3,5162.925360541177,7871.663107074346,655.5861370105648,21,1,p313
4,6870.736703203596,7352.059723455244,549.1436987756704,26,0,p336
0,3607.0438084915313,16047.404724871783,827.7895916752618,21,1,p498
0,7329.0087580318195,17074.116576115317,601.5727836386922,2,0,p831
4,7334.8647437184445,10001.204630824182,591.1370300676697,22,0,p35
1,4978.360163088322,9496.444937485412,662.4555693838423,2,0,p563
4,5602.092355886302,1051.3424410443022,563.7818037013419,14,0,p851
3,6152.082356943307,11202.198411389008,745.2990019199813,19,1,p530
0,4977.831879109794,22392.88744169285,751.1188372186274,3,0,p891
4,4435.212410615474,11546.148472000445,827.2870151593636,12,1,p728
4,7010.520383153244,15493.849895957046,577.8527703046793,28,0,p450
0,6576.322039341205,12936.04978989264,782.4449605327329,18,1,p838
1,7311.774688215273,16548.178009924748,582.4858071111939,24,0,p242
3,7184.68829672356,3529.554718201757,811.1382356656068,10,1,p13
1,5182.97671277878,16112.614184551516,662.1508242897613,24,1,p876
2,6249.608759942388,16178.767440969068,692.0472394646914,10,1,p204
2,5053.170075415016,1183.1319227909444,739.1593097933738,17,1,p566
3,4214.327842601024,-2861.2657531591976,669.2305724631985,12,1,p873
4,4960.213229996065,4183.693822059027,604.9666182809154,3,0,p126
4,4323.410607036602,8104.523414894611,859.5083157264212,13,1,p512
0,2780.257862020367,10032.698840808718,783.4608552828049,12,0,p284
2,4469.258630484559,15280.53684998559,732.7311560559913,10,1,p937
2,3248.1474640473907,12914.837965934326,717.6522780364178,20,1,p690
2,4257.641423926852,5093.183096348536,643.2219301076702,18,0,p702
4,5797.847225735372,10700.30878874801,571.5518712539983,25,0,p561
2,4723.753150734921,11275.845891971709,577.0663404830264,25,0,p976
3,3649.247106163297,9115.137671557006,666.4117270004615,6,1,p323
1,4779.600907331424,4089.04968491567,736.3456048448883,2,0,p28
1,3756.1140126853375,6228.1405823950045,732.9831208112334,21,1,p796
1,4357.978702183926,6339.141756643904,813.6461285353337,5,1,p991
3,4695.43843019302,15511.08837758613,840.3041103922582,12,1,p894
3,5597.559328989175,11623.348597309445,801.8232949545788,11,1,p322
3,5823.456835384589,5082.889446485056,614.1710588445021,26,0,p382
0,6388.84279282875,11621.005977453126,806.040959812709,26,1,p973
4,4112.595262724698,8073.992944003747,894.1629115106194,27,1,p314
4,5293.302131496169,6614.609672663921,605.1861421447039,22,0,p258
1,2051.2155004774354,5377.180273152419,761.9255531532126,26,0,p5
0,3452.9829281334787,-813.9375972826274,663.4367948486463,10,1,p454
4,4039.523206399779,10619.146828065888,801.7172476310944,4,1,p945
4,4646.871015230393,11174.015312624815,851.2686218206196,20,1,p898
0,5351.451573299187,15978.62002572272,869.4601168887064,13,1,p369
0,4176.187088282447,15178.558530644576,646.7684358128787,7,0,p777
4,3274.356831388068,11666.289833583916,576.1946071454653,21,0,p223
3,8321.652021266105,4410.919480818131,809.9343364831158,20,1,p208
0,4766.864957609395,13869.856183193417,643.8003337563433,25,0,p129
2,6156.16856671742,5705.388685111073,786.2886674867619,2,0,p672
3,4306.629105280831,3250.1048316559354,781.4356043068968,10,1,p825
2,4067.902641031183,3496.971472924732,780.1769897577587,3,1,p423
3,3469.262479238258,8298.173171680784,578.6970395116032,15,0,p350
2,3948.9192887301097,6840.270783788441,706.1168781480209,19,1,p54
0,2954.919867662888,8746.600108386878,783.4913802060853,12,0,p55
0,4797.096151810997,4419.930455578265,710.4264130583717,29,1,p613
4,6937.337890867573,5916.168253565154,514.8559440170782,2,0,p562
1,4706.168851768198,3876.815594981224,742.4303677142915,10,1,p351
4,4890.830615204452,10077.085721550962,706.5430925207623,7,1,p9
3,6417.140858532807,10389.598711967756,794.5695608730514,8,1,p25
2,7573.477932208927,5897.93579892818,689.2658163252769,28,1,p244
3,2853.011891619244,14100.728960333458,775.4856429154596,23,0,p132
4,1200.6800647624614,3498.0839539077524,791.4952984064364,19,0,p723
4,3806.722906760324,4307.105545047863,622.8972643253139,19,0,p125
0,4717.758824545399,11802.193378614536,813.9443872714014,11,1,p133
1,2765.3217964612804,7214.962049373644,670.1621913233095,14,0,p240
3,4225.795223004949,7857.976375075472,889.6732884838216,21,1,p163
1,4825.96567367956,6889.352719505474,711.0705403353522,17,1,p667
3,4484.148461417048,18092.96847760537,749.8331954027113,29,1,p342
3,4374.019019680813,15382.974022362596,607.319817491188,19,0,p504
1,4676.843633662071,7393.377632635513,686.6794524161287,12,1,p445
3,5696.422852380223,15202.26404092614,752.0421127255812,6,1,p765
1,7111.604186939381,5760.63342236225,903.2965927650586,13,1,p389
3,7163.628327172108,7505.067478893452,745.5596955600585,6,1,p47
0,4133.146815793692,6551.999458656481,769.5797627317755,3,1,p234
4,6708.617968509168,20974.817608028723,811.5594773129886,5,0,p265
1,3699.923317306414,6098.549329172983,626.7442539933969,9,0,p721
2,2378.6565556000514,17982.355904207423,786.2925932974107,15,0,p931
0,5176.013302840905,11350.85053229504,756.2952077852133,27,1,p334
1,3144.941772404278,8564.68334402323,726.1226806740383,29,1,p414
2,2649.98197826855,9503.805863556256,604.2048759703221,12,0,p662
1,5128.537709212376,3403.4322089695743,899.4101413331483,29,1,p312
2,6938.635419699004,10866.146532734696,746.9898133111647,4,1,p525
0,2915.4825234778887,8435.460032856034,649.5564010441694,5,0,p549
2,6048.077727867347,12326.064826432928,805.209248697413,18,1,p560
4,6281.4372409646985,-2346.0656730509927,842.4115819645784,17,1,p682
1,5934.747295242636,17177.752005857787,795.8526438467424,8,1,p52
0,6642.105361526793,2208.7373672888552,636.727873186892,11,0,p84
4,6693.982800910021,417.5103533996408,629.9836567571327,18,0,p808
4,5002.340895462451,-2442.563065116039,574.8873017157729,6,0,p679
4,4329.042794375911,7632.371891890482,623.8035557156383,22,0,p127
1,5599.776616546567,6416.870315444659,868.5073861536163,28,1,p272
1,7725.139876231187,6796.907918930756,727.5922694115321,16,1,p545
3,3749.973726551343,5493.804185269378,780.6159395247163,22,1,p172
3,4987.197778574613,7390.173738158911,693.4481749673109,13,1,p92
4,5150.5905012980365,9890.382821573625,775.969503803515,21,1,p928
2,5727.273814543912,14449.598728028452,838.761687096769,4,1,p96
0,2784.966983972827,5932.4492182953545,794.1954211277581,7,0,p97
1,4445.560793337087,16958.239207839906,640.6067848083937,23,0,p292
0,2743.442119711775,10842.508122791554,806.078896820022,20,0,p494
0,3445.037995045671,13979.416719915946,804.423946991726,22,1,p660
3,5116.967696940879,13048.434282311278,720.1846564136496,19,1,p732
3,5983.494752769014,19729.77273531218,713.4910854850959,11,1,p700
2,6728.670121508365,11247.85906922585,632.73087467535,20,0,p277
2,4644.635709824295,15310.636790611972,910.4674398691468,29,1,p418
2,8308.833571305204,5422.201064926922,693.5072591277145,22,1,p855
4,4891.319657874065,5676.502853324543,821.6822472146555,7,1,p868
4,4446.5353005098805,5389.273249458595,790.3662692910905,29,1,p635
3,6943.823518947415,5550.881996581351,840.4184037985382,14,1,p237
4,4190.459144676876,3529.146998404717,500.53335879994006,19,0,p438
4,1334.8562217404938,14726.047271638445,596.129344038346,4,0,p276
0,4045.6995614108646,7674.220671981882,716.3745046621536,23,1,p864
2,6688.935662358012,9057.241824375373,720.8052294814655,25,1,p993
0,5073.852993693828,13968.893356443888,690.1744918209853,6,1,p964
0,5579.270626193119,5676.74469634211,824.7031218836976,1,0,p260
2,7274.83868622097,10853.206234800837,671.4177049055362,11,1,p94
3,3372.1677658283693,11496.620895237997,845.0242874258107,11,1,p591
3,3710.853935061936,3151.3322882007496,663.2711127327083,14,1,p48
3,1980.602429112785,17878.85940024385,773.4484809565124,13,0,p388
0,7805.283255632459,6999.17564288218,881.0798280915353,8,1,p821
1,3687.784356105615,13126.325966733966,817.5019911222898,16,1,p290
3,6376.514567771274,14290.004287399888,648.0472190939154,3,0,p346
0,5255.118846389827,11154.363619201597,708.0195415041811,11,1,p319
3,5041.543586459116,13194.919714230418,684.5829304742837,13,1,p411
4,7065.970560513022,11658.573244370731,1012.538681698392,1,0,p4
0,4014.843258486144,14886.05321081523,653.6448497168567,25,1,p232
1,8053.18664843287,13467.22932337924,678.0940690805937,24,1,p506
1,6383.46898215651,7721.954411617338,812.3162530429761,26,1,p900
4,3512.419428787804,11737.594718732267,741.3797802145298,8,1,p124
0,6111.236385299126,10564.84097383015,565.522129174663,26,0,p186
0,8049.4485010153885,10567.288165649425,669.7051796936423,2,0,p938
0,4565.388120254253,7383.563986987364,725.5485966410072,28,1,p158
2,3860.861157959536,10667.1409887933,701.1273753880291,11,1,p862
3,4451.094066423201,9578.094232367815,834.3366703250804,3,1,p286
2,3887.057195548802,15550.353671184228,643.2686038497246,29,0,p203
1,3835.9563820750254,12181.831845984949,606.9157359405909,1,0,p118
2,6322.889849049392,12059.008021654628,687.6783797638507,6,1,p909
0,6770.93110880945,13230.588619210386,719.6610339945114,25,1,p757
1,3899.5896708046303,15064.101112987764,756.258814194632,20,1,p793
1,5611.729577769856,8145.568748759697,651.1704053238336,2,0,p649
3,6271.232623531127,150.15102622248742,605.7245601903104,12,0,p410
0,4080.087225605383,2553.221278218367,723.383113645841,24,1,p943
1,6924.353168519806,6054.8183465946,727.7875887259748,16,1,p385
1,4276.746648857053,5820.79339496652,658.9206868912903,27,1,p858
3,6112.954459341914,10594.544682931117,842.5740483922659,13,1,p687
0,4368.154950151352,13229.319853954406,802.388199214212,2,0,p802
3,4574.296283622857,10506.441155179782,690.4399164647607,23,1,p874
4,8088.591807946385,3972.537594872325,630.6830853977169,12,0,p146
1,5364.157466143836,6709.760454316599,713.1229540219086,6,1,p245
2,6934.952826050591,15354.655033687804,752.0778295085651,28,1,p343
2,4075.577204114281,14915.41181471929,834.7428982342892,16,1,p806
3,5533.876525932416,12336.204192788317,881.7281785323148,1,0,p982
3,4817.501921381472,7656.608871606707,526.7429408578698,21,0,p767
4,2959.270760278211,7769.737491602535,752.2381230069935,6,0,p863
4,4299.544603754279,6504.786620456783,719.5084129766121,23,1,p568
2,7750.057200000255,8986.679620532608,722.7258917780714,15,1,p695
1,3862.7615695595778,18234.685812019143,547.5047715307737,11,0,p83
3,7738.984615123041,10172.865655101385,820.0016647687519,16,1,p318
0,6238.07695104474,14673.277909965618,747.7350886743902,21,1,p202
1,4843.318284258189,7400.274807048156,765.9548559716501,19,1,p762
1,6475.861570905012,14194.788609804791,827.0314537163725,10,1,p834
1,4430.043911163491,6456.668611558594,777.7645894947905,26,1,p167
2,2028.90083728482,7950.226270319536,753.5765230852318,7,0,p466
0,2188.33798054098,12668.050361573709,784.1594041567896,21,0,p176
0,2540.0922139132254,14496.1262876686,843.6862091876534,5,0,p42
0,6066.419235946235,13072.189580833588,530.570915870331,26,0,p222
1,5527.883820792734,10598.444032075931,857.2090795273834,5,1,p243
3,4209.783206675147,4253.246439043684,792.3710565099344,1,0,p122
3,6102.497817917851,8145.521843953846,677.3491478380043,13,1,p968
3,4915.214936993716,4657.66289589744,810.9086225535566,9,1,p155
2,2124.179831038371,17345.177460061514,557.4338687853599,11,0,p1
2,5370.1996824942,10724.151843921334,829.5977154778162,19,1,p783
3,4727.716377953409,7432.04913564522,921.8598900989368,22,1,p734
0,3755.876054084808,10547.355758990763,767.2036993167508,2,0,p141
1,4233.962381214239,11091.294619055008,848.140628637481,21,1,p152
0,7644.553334598388,10932.439539814442,784.0403217491751,14,1,p971
0,2212.4928823066643,14031.372514382774,617.4878661653137,16,0,p520
1,3769.318794657138,22147.551345446263,672.3551717490221,11,0,p12
1,4202.417855543903,21237.83712393758,629.0653443359793,1,0,p508
1,4340.239147808867,11961.134931726772,693.2795305652437,13,1,p109
0,3763.948450780232,13073.937473007263,772.9176010353789,27,1,p492
0,7778.521449361911,8722.385332494985,571.6651125140858,2,0,p942
3,3070.3881704359246,5423.432361940148,431.80263203098207,13,0,p883
4,7178.722992079667,16471.956264974255,625.7221663911682,13,0,p814
4,3794.942516230433,11847.067479731457,736.956994193624,25,1,p959
3,5124.452190072681,17210.88345339645,648.9190467574567,14,0,p987
2,3961.1003031900095,18362.08589714821,696.6937474695574,21,1,p521
1,5121.089669580784,11756.409786779035,697.2219909372042,11,1,p606
1,1650.8041608067583,5677.930215257827,765.2114256291521,24,0,p95
1,4002.124731970464,12241.386454399772,787.8799344152371,14,1,p183
2,4125.58554101183,12484.080704569918,567.2760604978591,3,0,p542
3,1897.5800071922508,11432.177939485477,713.2071074706469,8,0,p617
3,5086.301372058901,11025.217792226233,557.8126379010464,18,0,p860
1,3869.2226797614735,-373.810652792432,823.9196337689202,2,0,p678
0,7275.282675175085,10294.463363109156,694.8636822979074,7,1,p922
4,5920.785497345723,12142.215176832698,805.6270228450333,6,1,p130
3,2497.864487745687,11686.409972664713,843.2439420649628,11,0,p493
1,4562.431663695872,9982.325157377169,694.4519414935352,6,1,p212
1,9124.581294264552,11207.528531746251,710.0433736798718,26,1,p913
0,4511.206523323113,13321.928712437368,625.4297155251134,3,0,p531
2,3585.7089073521893,10406.929076495007,743.9975165878736,17,1,p64
3,3804.802645070108,9329.282053191422,534.368497038449,28,0,p367
3,4940.189260082439,-192.41353572678963,750.3316601143771,14,1,p933
2,3871.145807159583,8967.272147866373,696.8718912242119,19,1,p16
4,2107.283648019932,7773.503056634735,728.7073427305951,11,0,p773
0,5030.852593162426,11329.688803806534,709.9561354185582,9,1,p668
0,3122.3574088981,8232.503219829201,595.2964878014723,2,0,p513
1,3960.9238101853034,21674.14729374324,876.5473911417755,18,0,p510
4,4004.11113153669,17629.904207388587,725.4436042856615,18,1,p580
3,5036.713550185037,17523.278149315454,732.6128783211833,27,1,p947
2,5523.489644942025,2411.772888068058,633.3769030200284,4,0,p477
2,7373.760887278523,18472.77321987026,557.3401234535808,1,0,p717
4,6606.961168346651,16850.487938210892,665.2094725161843,18,1,p503
2,6347.913706789403,9810.36534602859,534.3596890365336,6,0,p846
3,5866.516752168941,12566.650936292472,714.7950232348679,12,1,p22
4,5751.098427676694,9091.528707069096,730.862959483557,27,1,p45
1,3696.2714258506417,8918.17718311319,744.2565933029041,18,1,p724
4,3764.466692783215,9854.769421089795,634.9524753550992,27,0,p177
1,6654.003994358924,16133.302370845417,707.2067115961152,27,1,p918
2,3732.447742628028,6983.93570254917,548.9163624520038,20,0,p470
0,5247.802675905197,15229.94086720348,831.2247816394919,7,1,p751
2,6647.013720506193,9488.99759195078,591.1984538410195,5,0,p66
1,5168.48290554112,9981.142857883446,675.768374030449,7,1,p87
3,8342.984789208389,11981.367029711077,874.4796288746819,23,1,p623
2,4677.88767476801,13836.43465417342,770.721098081321,18,1,p956
0,4893.582947801782,2579.4355449566337,761.4678675531864,14,1,p570
4,7067.252285343386,12139.288217831088,607.1750734339704,27,0,p882
1,6923.158299349992,19107.60196431922,569.1665557926258,15,0,p843
2,4502.387454008467,7274.680827755997,829.4122352051045,18,1,p607
4,6071.983838443023,15198.877781989078,807.5471928442922,25,1,p41
2,6602.875862978913,12224.95436868924,734.9247116787157,17,1,p523
4,6011.828692893118,15853.827991358989,595.5894776811813,17,0,p704
2,6627.549245274865,14083.51027487482,613.8920344460922,25,0,p957
4,6008.250798989194,11702.835960127217,701.5386289029152,27,1,p480
2,3299.930261714446,9854.887665061857,665.8682141800847,24,1,p296
0,5823.936486178714,7342.821970585992,853.1659671579275,9,1,p870
2,4891.388854027208,8262.592887701296,782.9843179707392,21,1,p23
3,5782.214282246052,5386.430457557313,712.11971033933,3,1,p716
3,4951.130757376146,2367.978722648348,697.2249703148317,27,1,p584
0,3818.638814187209,3907.792391387848,639.8585083585565,10,0,p379
3,5020.429950426631,6403.969610402855,632.9505270867148,9,0,p408
0,6789.57249310938,15170.236508117245,639.6761986624177,3,0,p739
1,4275.104570068666,9583.00842418457,616.9965746837404,9,0,p586
1,3180.015817967771,4952.925659857508,734.0579709415726,25,1,p422
2,2855.2867090220607,12353.335485117732,561.7100516328198,8,0,p502
3,5373.834652756895,-1009.1562326246312,632.439501817419,24,0,p790
4,4183.451760323149,11888.50383160749,520.0802795102735,13,0,p673
1,3684.316436606837,3088.5280437825368,517.9362872348609,5,0,p355
3,4510.158807633602,14230.445910427672,500.9015998052845,29,0,p760
2,7288.023438199283,7397.817843043373,683.0092296525083,29,1,p747
2,3772.745176293066,12109.553384327082,764.2935401595408,25,1,p421
4,2471.8630539785127,8982.758957934662,691.982711190876,6,0,p768
1,6928.391392441349,6620.771478322127,829.5561525440372,21,1,p675
0,4230.768460473958,14154.523365672634,696.5310275433675,6,1,p497
3,1763.0160115712729,10829.175748371812,786.451127697052,19,0,p780
0,3777.600098375785,9574.57663812916,680.3443424126904,18,1,p164
3,3925.330092152688,14744.257799686628,673.1387419067878,23,1,p916
0,6663.090496477482,10265.225657574232,681.6737047787349,1,0,p787
